text,label
"Allah brought their hearts together, and thus, they became brothers by His grace, loving each other for the sake of Allah, standing in a single trench, defending and guarding each other, and sacrificing themselves for one another
Their blood mixed and became one, under a single flag and goal, in one pavilion, enjoying this blessing, the blessing of faithful brotherhood
If kings were to taste this blessing, they would abandon their kingdoms and fight over this grace",1
"So all praise and thanks are due to Allah
Soon, by Allahs permission, a day will come when the Muslim will walk everywhere as a master, having honor, being revered, with his head raised high and his dignity preserved
Anyone who dares to offend him will be disciplined, and any hand that reaches out to harm him will be cut off",1
"So let the world know that we are living today in a new era
Whoever was heedless must now be alert
Whoever was sleeping must now awaken",1
"Whoever was shocked and amazed must comprehend
The Muslims today have a loud, thundering statement, and possess heavy boots
They have a statement to make that will cause the world to hear and understand the meaning of terrorism, and boots that will trample the idol of nationalism, destroy the idol of democracy, and uncover its deviant nature",1
"The time has come for those generations that were drowning in oceans of disgrace, being nursed on the milk of humiliation, and being ruled by the vilest of all people, after their long slumber in the darkness of neglect  the time has come for them to rise
The time has come for the Ummah of Muhammad (sallallahu alayhi wa sallam) to wake up from its sleep, remove the garments of dishonor, and shake off the dust of humiliation and disgrace, for the era of lamenting and moaning has gone, and the dawn of honor has emerged anew
The sun of jihad has risen",1
"The glad tidings of good are shining
Triumph looms on the horizon
The signs of victory have appeared",1
"O Ummah of Islam, indeed the world today has been divided into two camps and two trenches, with no third camp present: The camp of Islam and faith, and the camp of kufr (disbelief) and hypocrisy  the camp of the Muslims and the mujahidin everywhere, and the camp of the jews, the crusaders, their allies, and with them the rest of the nations and religions of kufr, all being led by America and Russia, and being mobilized by the jews
Therefore, rush O Muslims to your state
Yes, it is your state",1
"Rush, because Syria is not for the Syrians, and Iraq is not for the Iraqis
The earth is Allahs
{Indeed, the earth belongs to Allah",1
"He causes to inherit it whom He wills of His servants
And the [best] outcome is for the righteous} [Al-Araf: 128]
The State is a state for all Muslims",1
"The land is for the Muslims, all the Muslims
O Muslims everywhere, whoever is capable of performing hijrah (emigration) to the Islamic State, then let him do so, because hijrah to the land of Islam is obligatory
We make a special call to the scholars, fuqaha (experts in Islamic jurisprudence), and callers, especially the judges, as well as people with military, administrative, and service expertise, and medical doctors and engineers of all different specializations and fields",1
"We call them and remind them to fear Allah, for their emigration is wajib ayni (an individual obligation), so that they can answer the dire need of the Muslims for them
People are ignorant of their religion and they thirst for those who can teach them and help them understand it
So fear Allah, O slaves of Allah",1
"""The spark has been lit here in Iraq, and its heat will continue to intensify - by Allah's permission - until in burns
O Allah, whoever is the liar, then make Your curse come upon him, show us a sign regarding him, and make an example out of him
He then said, O Allah, whoever conspires against jih?d and the muj?hid?n, then make his plot backfire, reveal his secrets, expose his intentions, and make an example out of him for those who heed",1
"O Allah, subject them to the authority of diseases and disasters
O Allah, if this is a state of khaw?rij, then break its back, kills its leaders, make its flag fall, and guide its soldiers to the truth
O Allah, and if it is a state of Islam that rules by Your book and the tradition of Your prophet, and performs jih?d against your enemies, then keep it firm, strengthen it, support it, grant it authority in the land, and make it a khil?fah upon the prophetic methodology",1
"He then said, O Allah, deal with everyone who has split the rank of the muj?hid?n, divided their word, delighted the kuff?r, angered the believers, and set the jih?d back many years
Ash-Sh?m? said, I perform mub?halah and say that you examine the people on their creed
The proof for this is your setting of conditions to accept Shaykh al-Muhaysin?s initiative",1
"This in general is a form of examining peoples creeds, not any people, rather that of the best people
I mean the muj?hid?n including the different muj?hid groups like the Islamic Front, Jayshul-Muj?hid?n, and others [The Mub?halah]
Ash-Sh?m? also said, Describing the fighting taking place as a battle between the Dawlah group on one side and those who stand with Jarb? and Idr?s [two SNC leaders] on the other, is far from the truth",1
"Those who carried the greatest burden of fighting the Dawlah group in the north are the Islamic Front and Jayshul-Muj?hid?n
[] As for the Islamic Front and Jayshul-Muj?hid?n  two major sides in the battle against the Dawlah group  then it hasnt been conformed to us that theyve fallen into apostasy
We know their condition better than the Dawah group does, this is because of our closeness to them [Wa Law Annahum Faal? M? Y?adh?na Bihi Lak?na Khayran Lahum]",1
"The spark has been lit here in Iraq, and its heat will continue to intensify  by Allahs permission  until it burns the crusader armies in Dabiq
So I swear by the One to Whom I will return, that there is no real jih?d in Iraq except with the presence of the muh?jir?n, the sons of the generous ummah, those who have left their tribes, those who bring victory to Allah and His Messenger (sallall?hu alayhi wa sallam)
So beware of losing them, for with their departure will be the departure of your strength, and the departure of the barakah and pleasure of jih?d",1
"You need them and they need you [Ayanqusudd?n wa Ana Hayy]
Im?m Ab? Musab az-Zarq?w? said, Allah has described these strangers with a number of characteristics, among them being that they are nuzz? of the people, or nuzz? from the tribes
The word nuzz? is the plural of naz? and n?zi, which refers to a stranger who breaks off from his family and tribe [meaning he departs and distances himself from them], and the naz?i of the camels are the outsiders",1
"AlHaraw? (rahimahull?h) said, By this he [the Prophet] is referring to the muh?jir?n whove abandoned their homelands and migrated to Allah ta?l? [al-Q?bid?na alal-Jamr]
So we warn the tribes, that any tribe or party or assembly whose involvement and collaboration with the crusaders and their apostate agents are confirmed, then by He who sent Muhammad with the truth, we will target them just as we target the crusaders, and we will eradicate and distinguish them, for there are only two camps: the camp of truth and its followers, and the camp of falsehood and its factions
So choose to be from one of the two camps",1
"And what has occurred with some of the traitors in al-Q?im is the best proof for this [H?dh? Bay?nullinn?s wa li Yundhar? Bih]
From now on, everyone whose affiliation with the pagan guards, police, and army is confirmed, or his collaboration and espionage for the crusaders is verified, then his ruling is execution, and not only that, his house also will be destroyed and burnt, after removal of the women and children
This is in retribution for his treachery towards his religion and ummah, and so that he becomes a manifest lesson and a deterring example [H?dh? Bay?nullinn?s wa li Yundhar? Bih]",1
"Ab? Duj?nah al-Khur?s?n? (may Allah accept him) said, With every death I heard of, I would die
With every illness I got informed of, I would fall ill
With every year that passed of my life, I would grow old a decade of time",1
"This is the Sunnah of Allah concerning the q?id?n (those who sit back and abandon jih?d)
I know this condition well
It is a condition called sentimental death",1
"Therefore, my words will die if I do not save them with my blood
My emotions will be put out if I do not inflame them with my death
My writings will testify against me if I do not produce evidence of my innocence of hypocrisy",1
"Nothing except for blood will fully assure the certainty of any evidence
If Allah were to decree for you to enter the city that my words and feelings live in, you would find my picture hung up on its walls and columns, and beneath my picture written Wanted  Dying or Dead [Mat? Tashrab Kalim?t? min Dim??]
He (rahimahull?h) also said, This love [of jih?d], for those who dont know it, embitters the life of the q?id (one who sits back and abandons jih?d) and destroys his delights",1
"No one will understand my words except for one afflicted with the same condition
[] If the love of jih?d enters a mans heart, then it will not abandon him, even if he wishes so
If he tries to forget or feign forgetfulness, then the symptoms will be aggravated and the condition will be more difficult",1
"He will find himself surrounded by everything that reminds him of jih?d
[] They used to say, Some love kills
I do not find that to be true except with the love of jih?d, for this love will either kill you with sorrow if you decide to sit and abandon jih?d, or it will kill you, making you a martyr f? sab?lill?h if you decide to answer the call",1
"You only have to choose between one of these two deaths [Tal?i Khur?s?n #15]
The spark has been lit here in Iraq, and its heat will continue to intensify  by Allahs permission  until it burns the crusader armies in D?biq
Ab? Musab az-Zarq?w? (rahimahull?h) said, The hypocrites and those who obstruct the path to Allah will say to you, Do you think anything of what you want will ever be achieved? Do you really think that the Islamic Khil?fah or even just the Islamic State will ever be established? That is something that can never happen and it is closer to imagination than reality",1
"So if they say such to you, then remember the statement of Allah ta?l?, {[Remember] when the hypocrites and those in whose hearts was disease said, Their religion has deluded those [Muslims]
But whoever relies upon Allah  then indeed, Allah is Exalted in Might and Wise} [Al-Anf?l: 49]
And say to them, Indeed, Allah will grant the Muslims the conquest of Rome, just as Allahs Messenger (sallall?hu alayhi wa sallam) promised [Was?y? H?mmah Lil Muj?hid?n]",1
"He also said, We perform jih?d here while our eyes are upon al-Quds
We fight here, while our goal is Rome with good expectations concerning Allah that He makes us the keys for the Prophetic good tidings and Godly decrees [Riy?h an-Nasr]
This attitude then was inherited by his successor, Ab? Hamzah al-Muh?jir (rahimahull?h), who said, O muwahhid?n, receive glad tidings, for by Allah, we will not rest from our jih?d until we are under the olive trees of Rome, after we destroy the filthy house called the White House [Inil Hukmu Ill? Lill?h]",1
"This attitude was also echoed by the mountainous man, Ab? Umar al-Baghd?d? (rahimahull?h), who said, O soldiers of the Islamic State, O youth of Muhammad (sallall?hu alayhi wa sallam) Today we are upon the doorstep for a new era, a turning point for the map of the region, rather the world
Today we witness the end of the lie called western civilization and the rise of the Islamic giant
This is exactly what Bush warned against in his last speech in front of veterans when he said, The region is changing into one that threatens civilization with destruction, meaning the civilization of shirk and kufr, the civilization of usury and prostitution, the civilization of humiliation and subjugation",1
"And he said regarding the soldiers of the Islamic State in Mesopotamia, They strive to reestablish a khil?fah expanding from Spain to Indonesia
This was after he made them the single Sunn? threat towards America and its civilization [Wa Yamkur?na Wa Yamkurull?h]
And he said, This prompted the enemy of Allah  Bush  to say after the blessed rise of the Islamic State, They strive to establish an Islamic State stretching from China to Spain",1
"He spoke the truth although he is a liar [Wa Qul J?al Haqqu Wa Zahaqal B?til]
And this certainty in Allahs promise prompted Ab? Umar al-Baghd?d? to say with full conviction, Inna Dawlatal-Isl?mi B?qiyah (Indeed, the Islamic State will remain) [Has?d as-Sin?n]
And to also say, In the end, I say to the Muslims everywhere who are watching this harsh military and media campaign against the Islamic State in Mesopotamia, do not fear nor worry about the jih?d in Iraq",1
"Expect good, for the harshness of the wave has broken
Indeed, a building constructed upon the skulls of shuhad? and whose earth was cemented with the blood of the virtuous, is a building of truth tougher than the immovable mountains, and a lofty standing more honorable than the stars
And due to His excellence above and beyond any faults, al-Kar?m (the Generous), ar-Rahm?n, ar-Rah?m would never allow their sacrifices to go in vain [Has?d al-Khayr]",1
"This certainty was echoed by Shaykh Ab? Muhammad al-Adn?n? (hafidhahull?h) in his last speech when he said, And so we promise you [O crusaders] by Allahs permission that this campaign will 5 dabiq be your final campaign
It will be broken and defeated, just as all your previous campaigns were broken and defeated, except that this time we will raid you thereafter, and you will never raid us
We will conquer your Rome, break your crosses, and enslave your women, by the permission of Allah, the Exalted",1
"This is His promise to us; He is glorified and He does not fail in His promise
If we do not reach that time, then our children and grandchildren will reach it, and they will sell your sons as slaves at the slave market [Indeed Your Lord Is Ever Watchful]
Shaykh Ab? Musab az-Zarq?w? (rahimahull?h) said, The spark has been lit here in Iraq, and its heat will continue to intensify  by Allahs permission  until it burns the crusader armies in D?biq [Ayna Ahlul Mur??t]",1
"Ab? Hamzah al-Muh?jir (rahimahull?h) said, As for you O knights of tawh?d, monks of the night, lions of the jungle, may Allah reward you on behalf of us and the Muslims with every good
For I have seen war and its men, and I testify by Allah, I testify by Allah, that our ummah in the land of the two grand rivers (Iraq) did not skimp on bestowing its best sons and most truthful nobles upon us
For my eyes have not seen anyone like them, nor have I heard of anyone like them except for the first leading group of Muslims (the Sah?bah)",1
"So I testify that they are the most truthful of people in speech, the most faithful to their promises, the most firm of men, and the strongest in obeying Allah
I do not doubt for a moment  and Allah knows such  that we are the army that will pass on the banner to the slave of Allah the Mahd?
If the first of us is killed, then the last of us will pass it on to him [Sayuhzamul-Jamu Wa Yuwall?nad-Dubur]",1
"Ab? Umar al-Baghd?d? (rahimahull?h) said, The Iraqi Jih?d brought back life to jih?d? regions which had weakened a bit after their strength
It also prepared the path for attacking the Jewish State and retaking Baytul-Maqdis
It is as if I stand before the as?ib (bands) of dabiq Iraq that leave from here to give support to the Mahd? whilst he holds on to the curtains of the Kabah [Has?d as-Sin?n]",1
"O ummah of Islam, when we announced the Islamic State and said that it was a state of hijrah and jih?d, we were not lying against Allah and thereafter against the people, nor were we talking about false dreams, rather, by the bounty of Allah ta?l?, we are more capable of understanding Allahs sunnah in this jih?d
This understanding is derived from the blood of the muj?hid?n amongst the muh?jir?n and ans?r, after we witnessed their character and methodology with our eyes [Has?d as-Sin?n]
I want to remind the fool who is obeyed by his people (Bush) that he was able in a very short period to revive the glory of the ancient Persian Empire",1
"Thus, he became more ominous for his country than Gorbatchev was for his Union (the USSR)
Bush enabled the spreading of Persian (Iranian) influence over Afghanistan after it had been a tough obstacle for the Persians
He seconded with Iraq and opened up its treasures for them while they had not dreamt of drinking a sip of its water",1
"And now they suck up its oil, loot its treasures, and enslave its men
Third, he panicked its r?fid? nusayr? tyrant  through an embargo upon Syria  into opening his country up to hundreds rather thousands of the Persians to nationalize themselves there and become supporters for the agent of the anti-Christ Nasrull?t who is called Nasr Allah and who just emerged from a so-called victory against the pinnacle of the Roman military machine (the Israeli military)
And thus, the ancient Persian empire completed and expanded from Mawarannahr (Transoxiana) to Iran then through Iraq  the location of al-Madain (the imperial capital of Persia)  ending in Sh?m (Syria/Lebanon/Palestine)",1
"So do you think that the Magian Persians will ever be able to repay this fool  Bush  who revived their ancient glory for them without them shooting a single bullet or sacrificing a single soldier? And do you think that the reasonable of the Romans will realize that they have become slaves for the Persians and have become mercenary fighters who fight for them without pay [Inil Hukmu Ill? Lill?h]
To paraphrase Shaykh Anwar al-Awlak? (rahimahull?h), if one wants to know the people of truth, then let him observe where the enemies arrows are aimed
So the world today is divided into two camps",1
"Bush spoke the truth when he said, Either you are with us or you are with the terrorists
I
e",1
"either you are with the crusade or you are with Islam
Bush today is in the frontline carrying a huge cross and treading
I swear by Allah the Great that everyone who treads behind Bush in his plan has apostatized from the religion of Muhammad (sallall?hu alayhi wa sallam)",1
"This ruling is from the clearest of rulings in the Book of Allah and Sunnah of the Messenger (sallall?hu alayhi wa sallam)
The scholars have said this as I have mentioned before
The proof for this is the statement of Allah subh?nah? wa ta?l? in which he addresses the believers saying, {O you who have believed, do not take the Jews and the Christians as allies",1
"They are allies of one another
And whoever is an ally to them among you  then indeed, he is [one] of them
Indeed, Allah guides not the wrongdoing people} [Al-M?idah: 51]",1
"The people of knowledge said, Whoever aligns with the kuff?r has disbelieved
The biggest form of alliance is support whether by statements, spears, or speech
So those who tread behind Bush in his crusade against the Muslims have disbelieved in Allah subh?nah? wa ta?l? and His Messenger",1
"[] So I say to the Muslims, be wary very wary of allying with the Jews and Christians, and whoever has slipped by a word, then let him fear Allah, renew his faith, and repent from his deed
[] Even if he supported them just by a single word
He who aligns with them by a single word falls into apostasy  extreme apostasy, wa l? hawla wa l? quwwata ill? bill?h [Interview  4 Shab?n 1422H]",1
"The spark has been lit here in Iraq, and its heat will continue to intensify  by Allahs permission  until it burns the crusader armies in D?biq
Our war with Kurds is a religious war
It is not a nationalistic war  we seek the refuge of Allah",1
"We do not fight Kurds because they are Kurds
Rather we fight the disbelievers amongst them, the allies of the crusaders and Jews in their war against the Muslims
As for the Muslim Kurds, then they are our people and brothers wherever they may be",1
"We spill our blood to save their blood
The Muslim Kurds in the ranks of the Islamic State are many
They are the toughest of fighters against the disbelievers amongst their people",1
"""As for Yemen, then O alas for what has come upon Yemen
Alas! Alas for Sanaa
The Rafid? Houthis have entered it, but the car bombs have not roasted their skin, nor have the explosive belts and IEDs severed their joints",1
"Is there not in Yemen a person who will take revenge for us from the Houthis? {And if you turn away, He will replace you with another people; then they will not be the likes of you} [Muhammad: 38]
The Khal?fah Ibr?h?m said: We also announce the acceptance of bay?t given by the groups and individuals in all of those mentioned wil?y?t and others
We ask every individual amongst them to join the closest wil?yah to him, and to hear and obey the w?l? appointed by us for it",1
"The Khal?fah (hafidhahull?h) said in his address: So O sons of al-Haramayn O people of tawh?d O people of wal? and bar? the serpents head and the stronghold of the disease are beside you
Thus, draw your swords and break their sheaths
Divorce the Duny?, for there will be no security nor rest for ?l Sal?l and their soldiers after today",1
"There is no place for the mushrik?n in the peninsula of Muhammad (sallall?hu alayhi wa sallam)
Draw your swords
Deal with the R?- fidah first, wherever you find them, then ?l Sal?l and their soldiers before the crusaders and their bases",1
"Deal with the R?fidah, ?l Sal?l, and their soldiers
Dismember their limbs
Snatch them as groups and individuals",1
"Embitter their lives and make them occupied with themselves instead of us
Be patient and do not hasten
Soon  insh?allah  the vanguards of the Islamic State will reach you",1
"The Khal?fah Ibr?h?m (hafidhahull?h) said in his address: And O soldiers of Yemen O people of support and aid O people of wisdom and faith be harsh against the Houthi R?fidah, for they are kuff?r murtadd?n
Fight them and overcome them
Be certain that their turn is coming and it will be in your favor, for the R?fidah are a forsaken nation",1
"If they had found muwahhid?n to fight them, their evil would not have festered
Thus, seek Allahs aid, for you can handle them, insh?allah
Strike their shirk with your tawh?d, and Allah will break their strength",1
"Allah will transfer their wealth and arms to you
You will seize it from their hands as war booty through which you will support Allahs religion and continue to be the people of support
And O sons of creed in beloved Sinai, congratulations and glad tidings",1
"Congratulations to you, O men
Congratulations to you for you have carried out the obligation of jih?d against the taw?gh?t of Egypt
Congratulations to you for you have supported Baytul-Maqdis",1
"Congratulations to you for you have terrified the Jews
What can we say to you, as you have broken your sheaths, burnt your ships, and advanced, paving your path through stone, while being patient in the face of bitterness and holding onto coals
Be patient and have glad tidings, for Allah will support you",1
"And O lions of tawh?d in Libya, Algeria, Tunisia, and Morocco O heroes of jih?d O descendants of Uqbah, T?riq, and Ibn T?shif?n there is no good in you if you surrender the lands to the sons of secularism as long as you have a blinking eye
There is no good in you if they are secure and happy while you have a pulsing vein
There is no good in you if you incline towards the Duny? and desert or turn back",1
"No, rather you were made for good and good was made for you
You are the fuel and support of every jih?d battleground, and from amongst its leaders
We ask Allah to honor you, bless you, and grant you victory",1
"And indeed the Islamic State will remain
It will remain because it was built upon the corpses of martyrs and it quenched its thirst with their blood, and by such the market for Jannah was convened
It will remain because the success granted by Allah in this jih?d is more obvious than the sun in the center of the sky",1
"It will remain because it did not become contaminated by a prohibited income or distorted methodology
It will remain by the truthfulness of the leaders who sacrificed their blood and the truthfulness of the soldiers who established it with their forearms
We consider them as such and Allah is their ultimate judge",1
"It will remain because it is the union of the muj?hid?n and the haven for the oppressed people
It will remain because Islam has begun to ascend and tower, the cloud has begun to scatter, and kufr has begun to be routed and exposed
It will remain because it is the supplication of the oppressed, the tear of the bereaved, the scream of the prisoners, and the hope of the orphans",1
"It will remain because kufr in all its religions and sects gathered against us, and every treacherous person of desire and innovation began to slander and vilify us, so we became certain of the truthfulness of the goal and correctness of the path
It will remain because we are upon certainty that Allah will not break the hearts of the oppressed muwahhid?n and that He will not let the oppressive people gloat over us
It will remain because Allah ta?l? promised in His precise revelation and said,{Allah has promised those who have believed among you and done righteous deeds that He will surely grant them succession [to authority] upon the earth just as He granted it to those before them and that He will surely establish for them [therein] their religion which He has preferred for them and that He will surely substitute for them, after their fear, security} [An-N?r: 55]",1
"{And Allah is predominant over His affair, but most of the people do not know} [Y?suf: 21]
""And this blessed march will not stop until we drive the last nail in the coffin of the Sykes-Picot conspiracy [It Will Remain in Iraq and Sh?m]
And the march of the muj?hid?n will continue until they reach Rome, by Allahs permission",1
"Do not let this battle pass you by wherever you may be, commanded the Shaykh
You must strike the soldiers, patrons, and troops of the taw?gh?t
Strike their police, security, and intelligence members",1
"If you can kill a disbelieving American or European  especially the spiteful and filthy French  or an Australian, or a Canadian, or any other disbeliever from the disbelievers waging war against the Islamic State, then rely upon Allah, and kill him in any manner or way however it may be
The spark has been lit here in Iraq, and its heat will continue to intensify  by Allahs permission  until it burns the crusader armies in D?biq
If you can kill a disbelieving American or European  especially the spiteful and filthy French  or an Australian, or a Canadian, or any other disbeliever from the disbelievers waging war, including the citizens of the countries that entered into a coalition against the Islamic State, then rely upon Allah, and kill him in any manner or way however it may be",1
"Do not ask for anyones advice and do not seek anyones verdict
In the past, I had raised a flag other than the flag of Islam
I ask forgiveness from Allah and repent to Him",1
"I swear by Allah the Almighty that I will never raise a flag other than the flag of Ras?lull?h (sallall?hu alayhi wa sallam)
I used to be a R?fid?, but not anymore
Now I am a Muslim, alhamdulill?h",1
"All praise is due to Allah who honoured me with giving bayah to the Im?m of our times
Those who give bayah to the Khal?fah of the Muslims in actuality are giving bayah to Allah and His Messenger
Allahs hand is above their hands",1
"The muj?hid?n of Yemen said, Allahs Messenger (sallall?hu alayhi wa sallam) had given us glad tidings of Khil?fah upon the methodology of prophethood
And indeed, by Allah, we have seen it as a Khil?fah upon the methodology of prophethood
And when we heard the trumpets of the Jews and Christians  the callers upon the gates of Hellfire  we answered the order of Allahs Messenger that obliged sticking to the jam?ah of the Muslims and their Im?m, for Hudhayfah (radiyall?hu anh) said, The people used to ask Allahs Messenger (sallall?hu alayhi wa sallam) about good, and I used to ask him about evil, fearing that it might overtake me In the had?th, he says, Is there any evil after this good? He responded, Yes, callers upon the gates of Hellfire",1
"Whoever answers them will be thrown into it by them
He said, O Allahs Messenger, describe them to me
He said, They are from our skin and speak with our tongues",1
"He said, So what do you order me with if I reach that time? He said, Stick to the jam?ah of the Muslims and their Im?m [Al-Bukh?r? and Muslim]
And we hold them responsible for what may result  from being biased towards certain opinions and overstepping the boundaries of ijtih?d  of unlawful bloodshed committed under the pretext of expansion and spreading the authority of the State
And we emphasize that we do not initiate aggression or fighting against any Muslim, nor do we deem their women or wealth to be lawful!",1
"Adh-Dhaw?hir? said, My position concerning the laymen of the Sh?ah is the position of the scholars of Ahlus-Sunnah2 , and that is that they are excused due to their ignorance
As for those of them who take part with their leaders in their cooperation with the crusaders and their aggression towards the Muslims, their ruling then is the ruling of a faction resisting the laws of Islam
3 As for those of their laymen who have not taken part in any aggression towards the Muslims, nor fought under the banner of the global crusade, our approach with them is to make dawah, expose the realities, and clarify the extent of the crimes committed by their leaders against Islam and the Muslims [al-Liq? al-Maft?h  al-Halqat al-?l?]",1
